0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.32787475,4.01649,2.7911799999999993,4.1441324999999996,1.8333750000000002,-0.31267199999999995,1.2877275000000001,-4.142395,-1.22987825,1.1613401500000007,-0.12977625000000004,1.7967132500000005,-1.7709000000000006,-1.9197450000000003,-0.5793856250000001,-1.90571875,-2.2442675,-0.14150124999999997,-1.3922135,-0.7608185000000001,-2.371154937,-1.2742407500000004,2.5552097500000013,1.90388,-1.0133425000000003,-2.9427974500000005,-1.5053525,-0.3457920000000001,0.5533187500000001,-0.8161959999999999,13.250874999999999,-1.3215655,-1.6501334999999997,2.752406,0.7579734999999997,-3.1230299999999995,2.30375775,-2.2509010000000003,1.5669922500000002,0.8194625,3.9186375,-0.035790249999999996,-1.07438025,-0.5506160000000002,-0.8850101175,0.5990914999999999,0.8673184999999999,-1.6110720000000005,3.0091657499999998,3.89524
-0.3535874871794868,4.744347948717943,4.0722359743589776,4.225321282051285,1.609849846153845,-0.012263948717948642,2.4066084615384615,-4.641343333333337,-1.6758683589743566,-0.03929495794871793,-1.1379798974358986,2.214788743589742,-2.288802307692309,-2.923035358974358,-0.7798267461538456,-1.0684196410256401,-1.598428358974359,-0.16893046153846167,-1.6604727435897415,-1.8924672564102565,-2.3833748202051313,-1.9120976153846156,4.129109974358976,2.6004340512820505,-1.1230452051282065,-3.350229123076924,-1.2044139743589743,-0.5614710256410252,0.22024461538461546,-1.0535952820512844,13.905289743589725,-0.7198057948717951,-1.6951537435897428,3.0185083333333322,1.082339384615384,-4.624938179487183,2.9867253333333323,-2.6853350256410256,1.9345149743589742,0.8374620512820528,4.847698933333327,0.6671033076923079,-1.3441724102564105,-0.3148200000000001,-0.9189849043589745,2.066251153846156,1.2307491538461566,-2.030697051282048,2.0293544615384613,5.928920000000002
-0.43614107999999996,5.019879600000004,3.8679312000000032,4.208932400000005,1.8668744799999997,-0.6839966400000003,2.5307523999999986,-4.288439600000001,-1.3144278799999998,0.17021977440000008,-0.4947424559999999,2.5205837999999994,-2.283682400000001,-2.776102560000001,-0.3143968079999998,-0.5529298799999998,-1.4959045600000005,-0.23271468000000017,-2.0269758799999997,-1.4776965599999996,-1.9523770719999993,-1.65727932,4.0939485599999985,2.574237360000002,-0.6870945600000007,-3.4849471520000015,-1.6750087999999996,-0.5188834000000004,0.3933022000000001,-1.4995148800000002,13.685623999999997,-0.42460723999999955,-1.6274751199999984,3.4425871599999995,0.6890150000000002,-4.314160359999997,3.200209320000001,-2.932185840000001,1.4026678799999988,0.7548403600000002,4.881951423999995,0.3637555199999997,-0.9830978400000001,-0.48202988,-0.6556897967999992,1.6383613599999995,1.0983077600000006,-2.5584587999999964,2.3734308399999993,4.871068800000001
-0.5209739999999998,5.434465833333338,3.9847501666666667,4.761607500000001,1.522328166666667,-0.7863530833333333,2.4359808333333337,-5.00320666666667,-1.3564859166666672,0.1555275949999999,-0.7056095833333335,2.5135225833333332,-2.1469616666666673,-3.1709004166666674,-0.7659420916666665,-1.3128556666666664,-1.4964611666666665,-0.5011784166666665,-2.2668241666666678,-1.5792997499999994,-2.323153533333332,-2.0176610000000004,4.528680416666666,2.8154735,-0.9678447499999999,-2.762544916666668,-1.4524133333333327,-0.7303131666666665,0.2358891666666667,-1.4356099999999998,14.061475000000003,-1.13671025,-1.4490423333333338,3.2145195833333333,0.5645929166666667,-4.632156083333333,3.2721143333333327,-2.8161678333333326,1.7625470833333328,1.3937443333333341,5.5764142833333326,0.3924050833333335,-0.8795802500000001,-0.3633999166666668,-0.971590120833333,1.41737525,1.1638667500000006,-2.981915583333332,2.536000583333334,5.487956666666666
-0.4451677999999996,5.1242246666666675,3.9616209333333336,5.011145999999998,1.6925208000000014,-0.7733840666666666,2.372935333333333,-4.81250866666667,-1.7816452666666662,0.55353107,-0.6524502000000002,2.7209253333333323,-2.4914333333333327,-3.2531516666666667,-0.7282059399999999,-1.0266915333333333,-2.115690399999999,-0.4073250666666667,-1.5083110666666677,-1.5285521999999998,-2.8422649197333345,-1.700142666666667,4.194421199999999,2.8860426666666674,-1.3007436666666667,-3.8525844,-1.9803750000000007,-0.5494807333333331,0.6602173333333334,-1.8276793333333323,14.917113333333345,-0.6521192,-2.0410927999999995,3.593164933333333,0.7634673333333333,-4.9495939333333325,3.093612533333334,-3.2426245333333323,1.5474139333333334,0.7575433999999999,5.247724566666667,0.41956966666666684,-1.1194630666666663,-0.5912183999999997,-0.6624368626666665,1.414253199999999,0.9614714000000008,-2.8236171333333315,2.5953063333333333,5.771914000000001
-0.4729494999999999,4.561498799999992,3.2201924000000037,3.820037400000002,2.034383599999998,-0.24676310000000007,1.8984464000000005,-3.9421786000000054,-1.3304993199999986,0.13749821740000034,-0.4386506680000006,1.703601439999998,-2.1558421999999995,-2.0871861400000005,-0.2939314499999997,-0.6791660199999991,-1.1656057999999996,-0.17699916000000016,-2.0648468,-1.4293388999999994,-1.9285655935200035,-1.3822028400000008,3.436802180000001,2.129546719999997,-0.8983102200000007,-2.948841891999999,-1.673357600000001,-0.13698743999999985,0.6912575000000004,-0.9812611600000011,12.566587999999982,-0.8817893000000013,-1.4676985999999985,2.9086426799999985,0.820852119999999,-3.9436044600000058,2.6376813600000015,-2.4450885799999984,1.6040942599999994,0.8253800000000007,3.832772453999997,0.14080121999999967,-0.9384724600000007,-0.32965153999999997,-0.8256463874000004,0.9422703999999987,1.1105579200000029,-2.192339419999999,2.231842920000001,4.451239599999998
-0.41626449999999965,4.654562608695645,3.808807673913045,4.052328695652173,2.0370263478260866,-0.4454596739130439,2.2839584782608706,-3.9214893478260833,-1.4458400217391292,0.12711950065217398,-0.5878600521739139,1.9961418913043472,-2.660870652173915,-2.6196290000000007,-0.2030715130434782,-0.5800933913043474,-1.546889421739131,-0.008031543478260891,-2.0199325217391317,-1.4803874130434775,-2.1121406507826124,-1.381901847826087,3.5575553913043505,2.3225935217391296,-0.6875533043478268,-3.775929278260863,-1.7023555434782622,-0.36779863043478267,0.5817295652173906,-1.2053863478260924,13.71801956521737,-0.37349384782608647,-1.4987020434782585,3.289603760869565,0.7927988913043478,-4.21067141304348,2.929748239130434,-2.607110913043479,1.450766499999998,0.44355541304347884,4.293977354347824,0.16662604347826074,-0.987327217391304,-0.41661978260869537,-0.5960190182608698,1.6292145869565218,1.0775644782608713,-2.113929565217392,2.1304219782608707,4.814848478260871
-0.40930644999999977,5.546990500000004,4.66928705,5.194867500000003,1.7547807000000006,-0.43720300000000006,2.547679999999999,-5.263900499999999,-1.4327957999999996,0.19178097250000006,-1.2129571400000005,2.6313311499999976,-2.7626450000000005,-3.2924883000000023,-0.8009920549999998,-1.2941754999999995,-2.1304257999999985,-0.51857985,-1.9005571000000008,-1.861767449999999,-2.6658761195999996,-1.8313587499999997,4.815322200000001,3.2647141000000013,-1.3499256000000004,-3.7890077900000003,-1.7332124999999998,-0.7573658000000004,0.3832267499999997,-1.5405658999999992,15.79592,-0.8716411999999993,-1.7288485999999992,3.4797782999999987,1.0367487999999994,-5.197112299999999,3.3626315500000006,-3.233336599999999,1.892252299999999,0.9534680000000003,5.716535925000004,0.6624368999999999,-1.2112230499999999,-0.30203749999999957,-0.7997545959999994,2.0180002999999984,1.3272546000000007,-2.620935499999998,2.5869153,6.4463245
-0.7714,4.80615,4.25838,5.167576666666666,3.2046333333333337,0.5979079999999999,2.835826666666667,-5.12112,-1.0166306666666667,0.4578500666666667,0.09074233333333333,1.777658,-3.2756499999999993,-2.7382500000000003,-1.3827104999999997,-0.3641926666666668,-1.8093993333333334,-0.4768873333333333,-3.2225826666666664,-2.2784633333333333,-1.7282750159999996,-1.8134033333333333,4.585421,2.4070433333333336,-2.339496666666666,-3.162414333333333,-0.5523433333333334,-0.7220900000000002,0.5650633333333335,-0.6622333333333331,16.418433333333336,-0.8193190000000001,-0.8488193333333335,4.197696,2.6037406666666665,-5.01671,4.10858,-2.079586666666667,1.8637929999999996,1.32354,4.99305,0.3255949999999999,-1.7063493333333337,0.28406600000000004,-0.7056164966666666,2.167052,1.3248463333333331,-2.0576620000000005,2.3255706666666662,5.664333333333334
-0.42911366666666634,5.869655555555557,5.264361888888889,5.03365,3.4566722222222235,-0.7025366666666666,2.345594444444444,-5.588886666666669,-1.846647888888889,0.3126312688888888,-0.37761626666666676,2.668827888888889,-3.771147777777779,-3.229484777777778,0.43498004444444505,-0.20628544444444452,-2.4036442222222223,0.09284133333333325,-2.742921555555556,-2.0519347777777774,-2.350111682222222,-0.9657941111111114,4.5651383333333335,2.772250444444445,-0.5027876666666666,-5.08397697777778,-2.0424427777777776,-0.2617077777777779,0.8725472222222224,-1.1307333333333334,19.04221111111112,-0.5124436666666667,-1.749981333333334,4.471725000000001,0.9484035555555551,-5.263363333333334,3.375517000000001,-3.4174615555555543,2.184003444444444,0.2693414444444444,5.270712688888888,-0.12727655555555561,-1.2632528888888883,0.20656255555555555,-0.8852868277777777,1.5392286666666666,1.7164423333333334,-2.3543278888888883,3.2636736666666666,5.2512922222222205
